,country,id,pid,pidc,time,ecotype,Mincirclediam,Normsmallpax,Normlargepax,Minrectarea,Mindistcenbdy,vrectsizey,vrectsizex,Compactness,Normrotmo,Area,Paxratio,Circumference,Excentricity,Maxdiam,Roundness,Bdryround,Bdrycount,Bdrytoarearatio,Conhullcirc,Conhullarea
12_magic_e7_w3arab_magic_w3,Spain,84,outside,noncorner,25,Sf-2,30.991,0.1466,0.19866,672.37,-0.081268,29.313,24.14,0.57107,0.34526,265.62,1.3551,170.66,0.022734,29.469,109.65,184.28,221.24,0.83292,83.183,465.12
12_magic_e7_w4arab_magic_w4,Spain,84,outside,noncorner,28,Sf-2,40.59,0.1228,0.22718,1070.3,0.5244,37.212,30.963,0.54105,0.34998,411.65,1.85,256.17,0.088952,38.69,159.42,245.17,317.69,0.77174,105.65,760.83
12_magic_e7_w5arab_magic_w5,Spain,84,outside,noncorner,32,Sf-2,54.749,0.1464,0.17339,2111.2,0.47482,45.003,49.067,0.57192,0.31979,834.76,1.1844,345.63,0.0071247,49.387,143.1,279.99,483.45,0.57915,147.66,1459.6
12_magic_e8_w1arab_magic_w1,Russia,96,outside,corner,17,Wil-2,10.225,0.063882,0.13475,59.563,0.62485,9.9882,7.7815,0.84383,0.19863,42.854,2.1094,35.135,0.1273,9.9543,28.807,55.524,48.779,1.1383,26.749,50.785
12_magic_e8_w2arab_magic_w2,Russia,96,outside,corner,22,Wil-2,16.475,0.077905,0.14546,158.58,0.70653,13.13,15.667,0.7622,0.22337,108.46,1.8672,69.241,0.091478,15.995,44.202,86.72,96.984,0.89417,44.942,142.3
12_magic_e8_w3arab_magic_w3,Russia,96,outside,corner,25,Wil-2,22.764,0.090115,0.15387,332.92,1.1395,17.243,20.957,0.69074,0.24398,181.58,1.7074,126.43,0.068277,22.122,88.037,128.58,152.8,0.84151,60.68,262.88
12_magic_e8_w4arab_magic_w4,Russia,96,outside,corner,28,Wil-2,30.545,0.10527,0.15547,539.58,1.2101,29.158,24.437,0.62911,0.26074,285.2,1.477,149.2,0.037077,30.008,78.056,151.69,208,0.72931,81.421,453.33
12_magic_e8_w5arab_magic_w5,Russia,96,outside,corner,32,Wil-2,40.91,0.093645,0.14125,1122,3.2397,39.284,32.511,0.68909,0.23489,582.08,1.5083,199.55,0.041067,39.407,68.412,108.8,251.66,0.43235,110.26,844.71
12_magic_e9_w1arab_magic_w1,Norway,108,outside,noncorner,17,Oy-0,12.71,0.07262,0.14827,95.083,0.42582,9.6347,12.421,0.78684,0.2209,59.936,2.0418,54.441,0.1173,12.462,49.45,80.935,69.649,1.162,33.135,76.173
12_magic_e9_w2arab_magic_w2,Norway,108,outside,noncorner,22,Oy-0,21.401,0.10213,0.1043,306.95,0.60257,18.457,17.107,0.76505,0.20643,195.77,1.0212,95.274,0.00011028,20.202,46.367,97.355,138.05,0.70519,59.648,255.89
12_magic_e9_w3arab_magic_w3,Norway,108,outside,noncorner,25,Oy-0,27.617,0.095641,0.1134,564.28,1.0679,23.129,24.99,0.74615,0.20904,321.07,1.1857,131.05,0.0072165,26.32,53.491,117.63,194.34,0.60528,76.945,430.3
12_magic_e9_w4arab_magic_w4,Norway,108,outside,noncorner,28,Oy-0,33.396,0.084128,0.12165,805.93,1.61,30.598,28.372,0.79587,0.20578,479.56,1.446,148.63,0.033248,31.091,46.065,124.09,243.95,0.50869,92.812,602.56
12_magic_e9_w5arab_magic_w5,Norway,108,outside,noncorner,32,Oy-0,46.411,0.094403,0.099186,1620.1,1.7778,41.899,41.749,0.77059,0.19359,941.81,1.0507,223.5,0.00061057,42.323,53.04,146.57,371.54,0.39449,129.64,1222.2
2_magic_e1_w1arab_magic_w1,Scotland,2,outside,noncorner,17,EDi-0,17.188,0.1022,0.18321,188.18,0.25594,14.753,13.01,0.6438,0.2854,90.169,1.7927,80.354,0.080571,16.664,71.608,132.24,109.19,1.211,44.866,140.06
2_magic_e1_w2arab_magic_w2,Scotland,2,outside,noncorner,22,EDi-0,29.589,0.08032,0.20726,504.33,0.36988,25.065,23.114,0.65326,0.28758,244.32,2.5805,138.33,0.19485,28.727,78.318,124.71,174.55,0.71444,74.64,374.01
2_magic_e1_w3arab_magic_w3,Scotland,2,outside,noncorner,25,EDi-0,38.747,0.12035,0.18403,1072.5,0.43718,33.839,32.787,0.58498,0.30438,465.46,1.5291,237.18,0.043766,37.212,120.85,253.51,343.51,0.73799,107.12,795.68
2_magic_e1_w4arab_magic_w4,Scotland,2,outside,noncorner,28,EDi-0,46.649,0.11581,0.13643,1603.8,0.4191,43.862,37.199,0.62634,0.25225,789.53,1.1781,314.21,0.0066827,44.843,125.05,264.77,457.22,0.5791,131.15,1260.6
2_magic_e1_w5arab_magic_w5,Scotland,2,outside,noncorner,32,EDi-0,69.501,0.12899,0.1503,3317.7,0.62343,57.924,63.942,0.56737,0.27928,1445.1,1.1652,552,0.0058226,66.297,210.86,345.44,706.52,0.48893,190.54,2546.9
2_magic_e10_w1arab_magic_w1,Lithuania,110,outside,noncorner,17,Kn-0,13.464,0.06466,0.21584,99.377,0.79773,8.7061,11.724,0.70698,0.2805,53.872,3.338,55.522,0.29048,13.297,57.222,82.41,66.631,1.2368,33.861,76.2
2_magic_e10_w2arab_magic_w2,Lithuania,110,outside,noncorner,22,Kn-0,21.814,0.10133,0.13735,329.1,0.1915,20.708,16.506,0.71287,0.23868,178.68,1.3554,99.71,0.022771,20.637,55.642,127.03,150.66,0.84319,59.735,250.64
2_magic_e10_w3arab_magic_w3,Lithuania,110,outside,noncorner,25,Kn-0,30.005,0.10787,0.15081,590.25,0.67718,26.452,22.73,0.67155,0.25868,273.52,1.3981,136.2,0.027563,28.386,67.822,147.29,200.72,0.73383,78.247,407.29
2_magic_e10_w4arab_magic_w4,Lithuania,110,outside,noncorner,28,Kn-0,35.283,0.09418,0.13393,925.61,1.4085,32.267,29.485,0.69212,0.22811,496.97,1.4221,221.51,0.030365,33.13,98.736,181.09,300,0.60365,99.497,718.04
2_magic_e10_w5arab_magic_w5,Lithuania,110,outside,noncorner,32,Kn-0,52.608,0.097961,0.13738,1884.2,2.1746,48.957,40.247,0.67383,0.23534,939.21,1.4024,345.17,0.028054,49.476,126.85,221.91,456.54,0.48608,141.78,1393.8
2_magic_e11_w1arab_magic_w1,Italy,122,outside,noncorner,17,Ct-1,11.737,0.11373,0.19483,87.767,0.48853,10.215,9.519,0.6195,0.30856,42.475,1.7131,57.806,0.069082,11.215,78.669,109.69,68.258,1.607,31.702,68.564
2_magic_e11_w2arab_magic_w2,Italy,122,outside,noncorner,22,Ct-1,19.087,0.10851,0.19642,205.5,-0.51215,14.529,16.027,0.5749,0.30493,97.126,1.8102,95.613,0.083116,18.531,94.124,131.68,113.09,1.1644,49.33,168.94
2_magic_e11_w3arab_magic_w3,Italy,122,outside,noncorner,25,Ct-1,25.062,0.14572,0.19646,403.73,0.76782,21.423,19.294,0.53187,0.34217,174.77,1.3482,127.58,0.021993,24.572,93.124,164.94,169.79,0.97148,68.513,328.6
2_magic_e11_w4arab_magic_w4,Italy,122,outside,noncorner,28,Ct-1,34.845,0.15425,0.17815,768.56,0.082888,29.474,28.918,0.53926,0.3324,330.28,1.1549,218.85,0.0051685,33.408,145.01,250.27,287.51,0.87049,95.26,612.48
2_magic_e11_w5arab_magic_w5,Italy,122,outside,noncorner,32,Ct-1,49.281,0.107,0.25169,1223.9,1.18,42.059,42.209,0.51078,0.35869,548.07,2.3522,305.11,0.16272,48.044,169.86,275.74,388.75,0.70931,128.21,1073
2_magic_e12_w1arab_magic_w1,Germany,134,outside,noncorner,17,Wu-0,9.6682,0.10216,0.13425,56.81,0.31962,9.4029,8.5903,0.70681,0.23641,36.061,1.3141,44.098,0.018421,9.4279,53.926,75.673,52.238,1.4486,26.778,51.019
2_magic_e12_w2arab_magic_w2,Germany,134,outside,noncorner,22,Wu-0,16.992,0.075257,0.15661,172.79,0.58194,12.582,16.477,0.74874,0.23186,109.65,2.081,71.892,0.1231,16.686,47.138,94.618,101.86,0.92895,45.77,146.44
2_magic_e12_w3arab_magic_w3,Germany,134,outside,noncorner,25,Wu-0,22.861,0.1003,0.14847,330.19,0.91898,19.161,18.629,0.69413,0.24877,180.17,1.4802,114.16,0.037489,22.403,72.335,132.69,154.62,0.85817,60.97,259.56
2_magic_e12_w4arab_magic_w4,Germany,134,outside,noncorner,28,Wu-0,30.108,0.11379,0.14031,552.78,1.4265,25.581,21.966,0.66041,0.2541,304.89,1.2331,179.19,0.010893,28.041,105.31,186.68,238.57,0.78249,81.74,461.66
2_magic_e12_w5arab_magic_w5,Germany,134,outside,noncorner,32,Wu-0,39.8,0.11362,0.12562,961.45,1.2555,31.394,31.845,0.66888,0.23923,562.21,1.1056,264.42,0.0025146,38.927,124.36,215.46,348.04,0.61905,108.36,840.53
2_magic_e13_w1arab_magic_w1,Japan,146,outside,noncorner,17,Tsu-0,12.183,0.10947,0.15022,88.742,0.29523,10.44,11.02,0.66059,0.25969,52.669,1.3723,55.117,0.02463,11.896,57.678,90.755,69.138,1.3127,33.572,79.73
2_magic_e13_w2arab_magic_w2,Japan,146,outside,noncorner,22,Tsu-0,24.404,0.13069,0.19715,357.25,1.0586,20.288,20.439,0.56526,0.32784,166.48,1.5086,115.79,0.041099,23.393,80.531,135.13,149.98,0.90092,65.727,294.52
2_magic_e13_w3arab_magic_w3,Japan,146,outside,noncorner,25,Tsu-0,31.998,0.13638,0.22285,698.39,0.23168,29.485,25.235,0.51702,0.35922,266.58,1.6341,190.27,0.057944,30.974,135.8,201.73,231.9,0.8699,86.372,515.6
2_magic_e13_w4arab_magic_w4,Japan,146,outside,noncorner,28,Tsu-0,41.388,0.12607,0.2003,1145.4,0.69137,37.395,32.252,0.56004,0.32638,466.63,1.5888,292.84,0.051728,38.382,183.78,261.33,349.21,0.74836,110.99,833.21
2_magic_e13_w5arab_magic_w5,Japan,146,outside,noncorner,32,Tsu-0,55.966,0.1161,0.14482,2153,0.93012,44.973,50.688,0.59347,0.26091,1034.2,1.2474,425.87,0.012115,53.934,175.36,258.71,517.26,0.50014,155.96,1742.7
2_magic_e14_w1arab_magic_w1,USA,158,outside,noncorner,17,Col-0,10.849,0.074461,0.18326,67.555,0.32731,7.6562,9.1642,0.71359,0.25772,39.159,2.4612,47.688,0.17822,10.533,58.074,82.509,56.841,1.4516,27.924,54.876
2_magic_e14_w2arab_magic_w2,USA,158,outside,noncorner,22,Col-0,19.013,0.094087,0.18896,210.84,1.1372,16.982,14.578,0.65159,0.28305,117.76,2.0084,88.769,0.11235,18.339,66.915,98.873,107.9,0.9163,51.379,180.73
2_magic_e14_w3arab_magic_w3,USA,158,outside,noncorner,25,Col-0,26.624,0.11319,0.19064,447.29,0.46954,24.173,19.126,0.59112,0.30383,203.13,1.6842,136.95,0.064977,25.987,92.33,158.74,179.57,0.88402,70.036,343.63
2_magic_e14_w4arab_magic_w4,USA,158,outside,noncorner,28,Col-0,34.957,0.13628,0.15094,776.11,0.93678,31.835,31.835,0.59276,0.28722,384.82,1.1076,204.7,0.002607,33.535,108.89,207.76,282.76,0.73477,96.821,649.21
2_magic_e14_w5arab_magic_w5,USA,158,outside,noncorner,32,Col-0,49.176,0.11117,0.13261,1573.5,2.1918,44.221,43.018,0.62654,0.24378,825.33,1.1928,345.84,0.0077318,46.114,144.92,212.61,418.89,0.50755,135.98,1317.3
2_magic_e15_w1arab_magic_w1,Russia,170,outside,noncorner,17,Rsch-4,16.147,0.080123,0.21709,142.36,0.46437,14.403,11.292,0.66252,0.29721,67.947,2.7094,66.817,0.21237,15.677,65.707,93.565,79.733,1.1735,39.624,102.56
2_magic_e15_w2arab_magic_w2,Russia,170,outside,noncorner,22,Rsch-4,28.112,0.11371,0.15219,506.47,0.8053,23.203,27.245,0.62216,0.2659,249.26,1.3384,140.82,0.020941,27.333,79.561,140.47,187.12,0.75071,75.612,400.64
2_magic_e15_w3arab_magic_w3,Russia,170,outside,noncorner,25,Rsch-4,38.875,0.13201,0.17156,927.8,0.93276,33.171,35.957,0.58658,0.30358,413.89,1.2996,216.55,0.016971,35.933,113.3,195.34,284.34,0.68699,102.94,705.6
2_magic_e15_w4arab_magic_w4,Russia,170,outside,noncorner,28,Rsch-4,50.519,0.13327,0.14611,1608.3,0.81804,45.571,43.348,0.57097,0.27938,724.72,1.0964,290.23,0.0021134,48.608,116.23,211.82,391.8,0.54062,135.79,1269.3
2_magic_e15_w5arab_magic_w5,Russia,170,outside,noncorner,32,Rsch-4,66.144,0.11212,0.13721,3179.9,1.1606,56.446,56.746,0.60194,0.24933,1462.7,1.2238,470.33,0.010131,61.97,151.23,286.88,647.78,0.44287,183.56,2430
2_magic_e16_w1arab_magic_w1,Germany,182,outside,noncorner,17,No-0,6.7969,0.077511,0.10905,30.249,0.27012,5.6459,6.222,0.87716,0.18656,21.613,1.4069,23.842,0.028575,6.649,26.301,40.887,29.727,1.3754,18.438,24.64
2_magic_e16_w2arab_magic_w2,Germany,182,outside,noncorner,22,No-0,11.886,0.066359,0.12849,86.86,0.75679,10.329,8.6825,0.88885,0.19484,62.366,1.9362,45.36,0.10167,11.626,32.991,59.815,61.077,0.97933,31.705,70.165
2_magic_e16_w3arab_magic_w3,Germany,182,outside,noncorner,25,No-0,17.816,0.068055,0.17422,188.06,0.62318,13.534,15.259,0.75903,0.24228,109.19,2.56,77.059,0.19202,17.454,54.385,100.12,104.55,0.95759,45.677,143.85
2_magic_e16_w4arab_magic_w4,Germany,182,outside,noncorner,28,No-0,24.12,0.071067,0.16841,338.19,0.83672,18.617,22.369,0.73588,0.23947,197.65,2.3697,119.83,0.16522,23.813,72.653,117.53,152.41,0.77114,62.165,268.59
2_magic_e16_w5arab_magic_w5,Germany,182,outside,noncorner,32,No-0,34.024,0.093093,0.12724,745.74,1.1097,30.174,26.421,0.74924,0.22033,434.86,1.3668,152.19,0.02402,32.912,53.259,85.707,193.06,0.44395,92.131,580.41
2_magic_e17_w1arab_magic_w1,Ireland,194,outside,noncorner,17,Bur-0,15.56,0.085631,0.16892,144.83,0.57279,13.556,12.05,0.69597,0.25455,79.813,1.9726,65.162,0.10705,15.122,53.201,88.659,84.119,1.054,40.356,114.68
2_magic_e17_w2arab_magic_w2,Ireland,194,outside,noncorner,22,Bur-0,27.074,0.11776,0.16278,434.64,0.32374,21.267,22.914,0.60899,0.28054,224.28,1.3823,131.82,0.025755,26.42,77.482,221.73,223,0.99431,72.661,368.28
2_magic_e17_w3arab_magic_w3,Ireland,194,outside,noncorner,25,Bur-0,35.588,0.1158,0.16136,778,0.65406,28.766,27.44,0.62031,0.27716,397.88,1.3934,205.48,0.027022,33.845,106.12,218.45,294.82,0.74097,96.723,641.42
2_magic_e17_w4arab_magic_w4,Ireland,194,outside,noncorner,28,Bur-0,47.33,0.13266,0.1458,1535.8,1.5429,40.464,38.378,0.58001,0.27847,691.74,1.0991,301.57,0.0022283,45.535,131.47,243.25,410.2,0.593,129.81,1192.6
2_magic_e17_w5arab_magic_w5,Ireland,194,outside,noncorner,32,Bur-0,63.235,0.11304,0.12745,3049.5,2.8858,53.212,57.708,0.63312,0.2405,1459.7,1.1275,515.62,0.0035916,58.425,182.13,345.81,710.49,0.48672,177.65,2305.6
2_magic_e18_w1arab_magic_w1,Germany,206,outside,noncorner,17,Ler-0,12.29,0.088287,0.1322,96.816,0.40506,11.587,10.891,0.77251,0.22048,60.131,1.4974,57.114,0.039664,11.842,54.249,78.776,68.825,1.1446,33.286,77.839
2_magic_e18_w2arab_magic_w2,Germany,206,outside,noncorner,22,Ler-0,22.09,0.06838,0.16103,287.21,0.29229,15.426,21.267,0.77847,0.22941,170.02,2.355,82.212,0.16311,21.446,39.753,93.087,125.8,0.73994,55.813,218.4
2_magic_e18_w3arab_magic_w3,Germany,206,outside,noncorner,25,Ler-0,27.382,0.1052,0.1333,510.42,1.7544,26.115,25.85,0.70643,0.2385,290.21,1.2672,129.16,0.013888,26.023,57.483,90.124,161.73,0.55726,76.727,410.81
2_magic_e18_w4arab_magic_w4,Germany,206,outside,noncorner,28,Ler-0,36.751,0.086984,0.16318,848.85,0.68715,35.18,29.34,0.71295,0.25016,465.67,1.876,187.69,0.09277,35.069,75.65,107.36,223.59,0.48015,97.728,653.17
2_magic_e18_w5arab_magic_w5,Germany,206,outside,noncorner,32,Ler-0,49.034,0.11671,0.12609,1735,1.9725,41.97,44.818,0.68382,0.2428,858.03,1.0804,228.17,0.0014922,45.588,60.675,112.2,310.28,0.36161,133.58,1254.8
2_magic_e19_w1arab_magic_w1,Libya,218,outside,noncorner,17,Mt-0,14.071,0.073353,0.23132,111.13,0.84579,9.7387,12.173,0.66864,0.30467,53.188,3.1535,59.564,0.26882,13.661,66.704,94.653,70.954,1.334,34.945,79.547
2_magic_e19_w2arab_magic_w2,Libya,218,outside,noncorner,22,Mt-0,22.064,0.10704,0.19453,321.9,0.68023,20.611,16.098,0.59368,0.30157,143.8,1.8173,133.6,0.08416,21.02,124.12,174.87,158.57,1.1027,58.765,242.21
2_magic_e19_w3arab_magic_w3,Libya,218,outside,noncorner,25,Mt-0,28.781,0.1472,0.17323,550.33,0.4955,23.591,25.446,0.56872,0.32043,220.37,1.1768,153.05,0.0065981,25.453,106.3,163.22,189.66,0.86061,76.438,387.49
2_magic_e19_w4arab_magic_w4,Libya,218,outside,noncorner,28,Mt-0,34.79,0.12262,0.18739,855.84,0.82723,28.306,32.191,0.58262,0.31001,345.25,1.5283,188.25,0.043657,33.727,102.64,195.41,259.75,0.75234,94.238,592.59
2_magic_e19_w5arab_magic_w5,Libya,218,outside,noncorner,32,Mt-0,46.768,0.12557,0.13056,1501.7,2.1056,41.513,36.567,0.60775,0.25613,700.99,1.0398,302.46,0.00038059,43.601,130.5,222.29,394.75,0.56313,127.97,1153.4
2_magic_e2_w1arab_magic_w1,CanaryI,14,outside,noncorner,17,Can-0,12.713,0.063694,0.16144,99.225,-0.16954,10.919,9.5255,0.80942,0.22514,60.292,2.5347,49.165,0.18851,12.392,40.091,75.811,67.608,1.1213,32.398,74.488
2_magic_e2_w2arab_magic_w2,CanaryI,14,outside,noncorner,22,Can-0,21.177,0.080516,0.17594,283.51,-0.28013,19.812,14.859,0.72111,0.25646,153.77,2.1852,97.664,0.13845,20.465,62.032,90.046,117.67,0.76525,55.339,213.24
2_magic_e2_w3arab_magic_w3,CanaryI,14,outside,noncorner,25,Can-0,31.66,0.077,0.21628,498.42,-2.128,27.673,18.95,0.66722,0.29328,245.72,2.8089,132.2,0.22554,31.088,71.123,144.53,188.45,0.76694,76.148,368.27
2_magic_e2_w4arab_magic_w4,CanaryI,14,outside,noncorner,28,Can-0,35.951,0.097898,0.16592,785.83,0.78712,33.174,27.761,0.64504,0.26382,452.87,1.6948,230.96,0.066475,35.059,117.79,179.13,284.82,0.62893,100.51,702.08
2_magic_e2_w5arab_magic_w5,CanaryI,14,outside,noncorner,32,Can-0,52.412,0.10165,0.13463,2019.1,1.4785,48.446,44.835,0.66799,0.23628,1022.8,1.3244,355.77,0.01948,49.22,123.75,305.12,558.63,0.54619,145.17,1531.1
2_magic_e3_w1arab_magic_w1,Russia,26,outside,noncorner,17,WS-0,10.463,0.10429,0.18886,65.179,0.38166,8.4459,8.4459,0.64402,0.29315,33.492,1.8109,45.328,0.083216,10.32,61.346,88.289,54.378,1.6236,27.676,52.004
2_magic_e3_w2arab_magic_w2,Russia,26,outside,noncorner,22,WS-0,15.13,0.079208,0.15133,142.53,0.61013,14.666,11.374,0.75076,0.23053,88.313,1.9105,71.932,0.097863,14.793,58.59,105.18,96.38,1.0913,40.559,117.63
2_magic_e3_w3arab_magic_w3,Russia,26,outside,noncorner,25,WS-0,21.818,0.11376,0.15046,295.8,0.74937,20.052,18.997,0.65509,0.26422,156.12,1.3226,116.05,0.019296,20.741,86.266,148.53,152.28,0.9754,58.65,238.31
2_magic_e3_w4arab_magic_w4,Russia,26,outside,noncorner,28,WS-0,28.787,0.10635,0.15612,531.14,0.212,25.164,25.303,0.66864,0.26247,271.15,1.468,148.16,0.035964,26.781,80.959,188.47,226.06,0.83372,77.112,405.53
2_magic_e3_w5arab_magic_w5,Russia,26,outside,noncorner,32,WS-0,37.568,0.086358,0.17414,934.57,0.060116,34.186,29.36,0.65553,0.2605,472.03,2.0165,238.71,0.11355,36.536,120.71,251.49,344.55,0.72992,100.49,720.08
2_magic_e4_w1arab_magic_w1,Netherlands,38,outside,noncorner,17,Hi-0,14.177,0.088631,0.20204,113.51,0.29843,12.38,9.3715,0.65582,0.29067,59.099,2.2796,66.675,0.15223,13.891,75.222,107.21,79.6,1.3469,36.494,90.114
2_magic_e4_w2arab_magic_w2,Netherlands,38,outside,noncorner,22,Hi-0,23.604,0.10776,0.17654,346.96,1.0115,18.857,22,0.59937,0.2843,171.16,1.6383,120.79,0.058532,22.369,85.249,139.91,154.75,0.9041,64.23,285.57
2_magic_e4_w3arab_magic_w3,Netherlands,38,outside,noncorner,25,Hi-0,31.73,0.15056,0.19519,639.66,0.38273,27.741,30.455,0.50644,0.34576,263.52,1.2964,166.34,0.016661,30.557,105,181.11,218.46,0.82901,86.109,520.34
2_magic_e4_w4arab_magic_w4,Netherlands,38,outside,noncorner,28,Hi-0,38.629,0.12942,0.15229,954.43,-0.72027,36.704,32.811,0.57412,0.28171,461.72,1.1767,238.67,0.0065924,37.668,123.37,222.23,320.32,0.69377,105.58,804.21
2_magic_e4_w5arab_magic_w5,Netherlands,38,outside,noncorner,32,Hi-0,55.531,0.13179,0.14516,2108.5,1.6831,47.325,46.789,0.58323,0.27694,904.45,1.1015,380.7,0.002331,49.959,160.25,256.26,481.43,0.53228,149.01,1550.8
2_magic_e5_w1arab_magic_w1,Germany,50,outside,noncorner,17,Zu-0,10.884,0.073499,0.15547,70.937,1.2558,9.5594,7.6942,0.79505,0.22897,43.177,2.1152,35.887,0.12816,10.614,29.828,42.626,42.901,0.99361,28.358,54.308
2_magic_e5_w2arab_magic_w2,Germany,50,outside,noncorner,22,Zu-0,19.166,0.091859,0.1647,232.54,1.5969,14.957,15.854,0.74105,0.25656,119.46,1.793,74.412,0.080614,18.295,46.353,69.682,91.236,0.76375,50.337,161.2
2_magic_e5_w3arab_magic_w3,Germany,50,outside,noncorner,25,Zu-0,25.517,0.1207,0.14751,437.73,0.59343,21.041,23.438,0.63393,0.26821,213.16,1.2221,126.61,0.0099912,23.644,75.206,148.94,178.18,0.83589,69.126,336.25
2_magic_e5_w4arab_magic_w4,Germany,50,outside,noncorner,28,Zu-0,33.709,0.12292,0.12727,881.12,0.78725,30.91,30.91,0.65198,0.25019,427.82,1.0353,225.77,0.00030152,31.222,119.14,218.91,306.03,0.71533,95.093,656.19
2_magic_e5_w5arab_magic_w5,Germany,50,outside,noncorner,32,Zu-0,45.591,0.10004,0.12121,1475.7,1.1578,40.88,40.88,0.7014,0.22124,803.49,1.2116,273.57,0.0091549,42.292,93.142,169.02,368.52,0.45864,126.1,1145.6
2_magic_e6_w1arab_magic_w1,Germany,62,outside,noncorner,17,Po-0,11.917,0.073921,0.14928,89.21,0.86199,11.658,9.3263,0.79317,0.2232,54.933,2.0195,51.08,0.114,11.589,47.498,76.481,64.818,1.1799,31.651,69.257
2_magic_e6_w2arab_magic_w2,Germany,62,outside,noncorner,22,Po-0,19.882,0.091138,0.13706,273.41,0.20915,17.948,17.799,0.74906,0.22819,159.99,1.5038,89.01,0.04049,19.508,49.519,108.28,131.62,0.82266,54.896,213.59
2_magic_e6_w3arab_magic_w3,Germany,62,outside,noncorner,25,Po-0,28.397,0.10636,0.1369,552.98,1.1481,22.772,25.036,0.69734,0.24326,284.5,1.2871,153.69,0.01576,27.305,83.026,157.19,211.47,0.7433,76.653,407.99
2_magic_e6_w4arab_magic_w4,Germany,62,outside,noncorner,28,Po-0,34.363,0.10237,0.11923,814.72,1.0525,26.733,31.327,0.73129,0.2216,446.12,1.1648,196.36,0.0057919,31.447,86.43,179.78,283.2,0.6348,93.302,610.05
2_magic_e6_w5arab_magic_w5,Germany,62,outside,noncorner,32,Po-0,41.402,0.093565,0.11527,1217.2,1.637,35.77,36.22,0.74509,0.20883,716.48,1.232,226.49,0.010801,38.374,71.596,206.45,384.6,0.53679,115.13,961.61
2_magic_e7_w1arab_magic_w1,Spain,74,outside,noncorner,17,Sf-2,11.233,0.074301,0.22103,77.452,0.28241,8.0138,10.453,0.69069,0.29534,39.037,2.9748,46.266,0.24685,10.625,54.835,90.582,59.464,1.5233,29.462,56.518
2_magic_e7_w2arab_magic_w2,Spain,74,outside,noncorner,22,Sf-2,23.335,0.12948,0.2082,353.93,0.19651,19.397,21.336,0.59632,0.33768,153.54,1.6079,115.95,0.05434,21.817,87.566,123.79,137.87,0.89789,62.09,257.49
2_magic_e7_w3arab_magic_w3,Spain,74,outside,noncorner,25,Sf-2,32.462,0.10429,0.22599,635.69,0.1958,31.568,24.008,0.56333,0.33028,276.77,2.1669,197.22,0.13578,31.559,140.53,215.91,244.45,0.88323,83.859,491.32
2_magic_e7_w4arab_magic_w4,Spain,74,outside,noncorner,28,Sf-2,42.17,0.11943,0.23273,1167.7,0.80858,40.961,28.881,0.53217,0.35216,447.03,1.9487,271.3,0.10352,40.856,164.66,245.11,331.02,0.74049,109.47,840.01
2_magic_e7_w5arab_magic_w5,Spain,74,outside,noncorner,32,Sf-2,57.375,0.14189,0.18366,2366.7,1.0362,50.422,51.475,0.5407,0.32555,932.6,1.2944,401.48,0.016468,53.053,172.83,304.41,532.82,0.57132,157.87,1724.8
2_magic_e8_w1arab_magic_w1,Russia,86,outside,noncorner,17,Wil-2,10.43,0.084457,0.1508,73.346,0.6544,8.9429,8.4783,0.76594,0.23526,42.288,1.7855,42.698,0.079528,10.035,43.112,69.268,54.122,1.2799,28.285,55.21
2_magic_e8_w2arab_magic_w2,Russia,86,outside,noncorner,22,Wil-2,18.21,0.080792,0.15589,208.15,0.9963,16.562,12.832,0.74979,0.23668,122.02,1.9295,87.158,0.10067,17.617,62.256,107.05,114.29,0.93667,48.237,162.74
2_magic_e8_w3arab_magic_w3,Russia,86,outside,noncorner,25,Wil-2,25.327,0.097654,0.16858,387.18,1.3081,18.835,21.62,0.65683,0.26623,201.77,1.7263,137.86,0.070969,24.576,94.188,156.56,177.74,0.88087,65.957,307.19
2_magic_e8_w4arab_magic_w4,Russia,86,outside,noncorner,28,Wil-2,30.618,0.090022,0.18067,566.56,0.81256,23.327,28.464,0.6485,0.27069,291.73,2.0069,177.97,0.11214,28.787,108.57,168.33,221.6,0.75961,80.871,449.86
2_magic_e8_w5arab_magic_w5,Russia,86,outside,noncorner,32,Wil-2,40.755,0.10836,0.12219,1268.2,1.8584,38.23,34.919,0.67582,0.23054,641.43,1.1276,254.04,0.0035991,38.422,100.62,156.35,316.68,0.49371,114.26,949.12
2_magic_e9_w1arab_magic_w1,Norway,98,outside,noncorner,17,Oy-0,9.137,0.090244,0.12076,57.274,0.53599,8.59,8.8222,0.75838,0.21101,37.81,1.3382,43.548,0.02092,8.8359,50.156,74.104,52.933,1.4,26.129,49.857
2_magic_e9_w2arab_magic_w2,Norway,98,outside,noncorner,22,Oy-0,17.216,0.097321,0.12227,181.94,1.0283,13.655,14.706,0.7638,0.2196,119.64,1.2564,74.584,0.012913,16.702,46.497,84.239,100.39,0.83912,47.297,156.63
2_magic_e9_w3arab_magic_w3,Norway,98,outside,noncorner,25,Oy-0,23.188,0.090902,0.12319,366.65,0.31283,20.072,18.61,0.79387,0.21409,212.24,1.3552,97.617,0.022739,22.066,44.897,110.87,153.4,0.72274,62.908,267.35
